timestamp,temperature
2025-01-01 19:20:00,174.4
2025-01-01 19:21:00,174.8
2025-01-01 19:22:00,175.2
2025-01-01 19:23:00,175.6
2025-01-01 19:24:00,176.0
2025-01-01 19:25:00,176.4
2025-01-01 19:26:00,176.8
2025-01-01 19:27:00,177.2
2025-01-01 19:28:00,177.6
2025-01-01 19:29:00,178.0
2025-01-01 19:30:00,178.4
2025-01-01 19:31:00,178.8
2025-01-01 19:32:00,179.2
2025-01-01 19:33:00,179.6
2025-01-01 19:34:00,180.0
2025-01-01 19:35:00,180.4
2025-01-01 19:36:00,180.8
2025-01-01 19:37:00,181.2
2025-01-01 19:38:00,181.6
2025-01-01 19:39:00,182.0
2025-01-01 19:40:00,182.4
2025-01-01 19:41:00,182.8
2025-01-01 19:42:00,183.2
2025-01-01 19:43:00,183.6
2025-01-01 19:44:00,184.0
2025-01-01 19:45:00,184.4
2025-01-01 19:46:00,184.8
2025-01-01 19:47:00,185.2
2025-01-01 19:48:00,185.6
2025-01-01 19:49:00,186.0
2025-01-01 19:50:00,186.4
2025-01-01 19:51:00,186.8
2025-01-01 19:52:00,187.2
2025-01-01 19:53:00,187.6
2025-01-01 19:54:00,188.0
2025-01-01 19:55:00,188.4
2025-01-01 19:56:00,188.8
2025-01-01 19:57:00,189.2
2025-01-01 19:58:00,189.6
2025-01-01 19:59:00,190.0
2025-01-01 20:00:00,190.4
2025-01-01 20:01:00,190.8
2025-01-01 20:02:00,191.2
2025-01-01 20:03:00,191.6
2025-01-01 20:04:00,192.0
2025-01-01 20:05:00,192.4
2025-01-01 20:06:00,192.8
2025-01-01 20:07:00,193.2
2025-01-01 20:08:00,193.6
2025-01-01 20:09:00,194.0
2025-01-01 20:10:00,194.4
2025-01-01 20:11:00,194.8
2025-01-01 20:12:00,195.2
2025-01-01 20:13:00,195.6
2025-01-01 20:14:00,196.0
2025-01-01 20:15:00,196.4
2025-01-01 20:16:00,196.8
2025-01-01 20:17:00,197.2
2025-01-01 20:18:00,197.6
2025-01-01 20:19:00,198.0
2025-01-01 20:20:00,198.4
2025-01-01 20:21:00,198.8
2025-01-01 20:22:00,199.2
2025-01-01 20:23:00,199.6
2025-01-01 20:24:00,200.0
2025-01-01 20:25:00,200.4
2025-01-01 20:26:00,200.8
2025-01-01 20:27:00,201.2
2025-01-01 20:28:00,201.6
2025-01-01 20:29:00,202.0
2025-01-01 20:30:00,202.4
2025-01-01 20:31:00,202.8
2025-01-01 20:32:00,203.2
2025-01-01 20:33:00,203.6
2025-01-01 20:34:00,204.0
2025-01-01 20:35:00,204.4
2025-01-01 20:36:00,204.8
2025-01-01 20:37:00,205.2
2025-01-01 20:38:00,205.6
2025-01-01 20:39:00,206.0
2025-01-01 20:40:00,206.4
2025-01-01 20:41:00,206.8
2025-01-01 20:42:00,207.2
2025-01-01 20:43:00,207.6
2025-01-01 20:44:00,208.0
2025-01-01 20:45:00,208.4
2025-01-01 20:46:00,208.8
2025-01-01 20:47:00,209.2
2025-01-01 20:48:00,209.6
2025-01-01 20:49:00,210.0
